event_id;tilm_type;last_name;booking_id;registration_type;first_name;barcode;phone;email;registered_date;attendance;qid;question;answer
4562770;registrants;NA;5356039;in-person;TRUE;NA;NA;204d515157cccad1011c01ae04e36cb3;2026-08-16T21:58:15+02:00;-;15969;Programme level;Master
4562770;registrants;NA;5356039;in-person;TRUE;NA;NA;204d515157cccad1011c01ae04e36cb3;2026-08-16T21:58:15+02:00;-;15970;Level of experience in regards to course subject;Novice
4562770;registrants;NA;5356039;in-person;TRUE;NA;NA;204d515157cccad1011c01ae04e36cb3;2026-08-16T21:58:15+02:00;-;21065;Which operating system do you use?;macOS
4562770;registrants;NA;5356039;in-person;TRUE;NA;NA;204d515157cccad1011c01ae04e36cb3;2026-08-16T21:58:15+02:00;-;15973;Where did you hear about this event?;KUnet
4562770;registrants;NA;5356039;in-person;TRUE;NA;NA;204d515157cccad1011c01ae04e36cb3;2026-08-16T21:58:15+02:00;-;15972;May we contact you in regards to future courses and events?;Yes
4562770;registrants;NA;5356039;in-person;TRUE;NA;NA;204d515157cccad1011c01ae04e36cb3;2026-08-16T21:58:15+02:00;-;15971;I hereby consent to The Royal Danish Library's Privacy and Personal Data Protection Policy (http://www.kb.dk/en/kb/webstedet/cookiepolitik.html).;I accept.
4562770;registrants;NA;5357391;in-person;TRUE;NA;NA;e2aad8abfd94362291906e9c555d7699;2026-08-19T09:11:12+02:00;-;15967;Faculty;Faculty of Health and Medical Sciences (UCPH)
4562770;registrants;NA;5357391;in-person;TRUE;NA;NA;e2aad8abfd94362291906e9c555d7699;2026-08-19T09:11:12+02:00;-;15968;"Programme / Line of study (If not applicable, please write ""none"")";Medicin
4562770;registrants;NA;5357391;in-person;TRUE;NA;NA;e2aad8abfd94362291906e9c555d7699;2026-08-19T09:11:12+02:00;-;15969;Programme level;Bachelor
4562770;registrants;NA;5357391;in-person;TRUE;NA;NA;e2aad8abfd94362291906e9c555d7699;2026-08-19T09:11:12+02:00;-;15970;Level of experience in regards to course subject;Novice
4562770;registrants;NA;5357391;in-person;TRUE;NA;NA;e2aad8abfd94362291906e9c555d7699;2026-08-19T09:11:12+02:00;-;21065;Which operating system do you use?;macOS
4562770;registrants;NA;5357391;in-person;TRUE;NA;NA;e2aad8abfd94362291906e9c555d7699;2026-08-19T09:11:12+02:00;-;15973;Where did you hear about this event?;KUnet
4562770;registrants;NA;5357391;in-person;TRUE;NA;NA;e2aad8abfd94362291906e9c555d7699;2026-08-19T09:11:12+02:00;-;15972;May we contact you in regards to future courses and events?;No
4562770;registrants;NA;5357391;in-person;TRUE;NA;NA;e2aad8abfd94362291906e9c555d7699;2026-08-19T09:11:12+02:00;-;15971;I hereby consent to The Royal Danish Library's Privacy and Personal Data Protection Policy (http://www.kb.dk/en/kb/webstedet/cookiepolitik.html).;I accept.
4562770;registrants;NA;5359162;in-person;FALSE;NA;NA;595fc4b2251a4fa7accf5cbc6a3579b4;2026-08-21T10:12:30+02:00;-;15967;Faculty;Faculty of Humanities (UCPH)
4562770;registrants;NA;5359162;in-person;FALSE;NA;NA;595fc4b2251a4fa7accf5cbc6a3579b4;2026-08-21T10:12:30+02:00;-;15968;"Programme / Line of study (If not applicable, please write ""none"")";Lingvistik
4562770;registrants;NA;5359162;in-person;FALSE;NA;NA;595fc4b2251a4fa7accf5cbc6a3579b4;2026-08-21T10:12:30+02:00;-;15969;Programme level;Master
4562770;registrants;NA;5359162;in-person;FALSE;NA;NA;595fc4b2251a4fa7accf5cbc6a3579b4;2026-08-21T10:12:30+02:00;-;15970;Level of experience in regards to course subject;Novice
4562770;registrants;NA;5359162;in-person;FALSE;NA;NA;595fc4b2251a4fa7accf5cbc6a3579b4;2026-08-21T10:12:30+02:00;-;21065;Which operating system do you use?;Windows
4562770;registrants;NA;5359162;in-person;FALSE;NA;NA;595fc4b2251a4fa7accf5cbc6a3579b4;2026-08-21T10:12:30+02:00;-;15973;Where did you hear about this event?;KUnet
4562770;registrants;NA;5359162;in-person;FALSE;NA;NA;595fc4b2251a4fa7accf5cbc6a3579b4;2026-08-21T10:12:30+02:00;-;15972;May we contact you in regards to future courses and events?;No
4562770;registrants;NA;5359162;in-person;FALSE;NA;NA;595fc4b2251a4fa7accf5cbc6a3579b4;2026-08-21T10:12:30+02:00;-;15971;I hereby consent to The Royal Danish Library's Privacy and Personal Data Protection Policy (http://www.kb.dk/en/kb/webstedet/cookiepolitik.html).;I accept.
4562770;registrants;NA;5359308;in-person;TRUE;NA;NA;4585c697acec2d1db43d93a6c3ed7331;2026-08-21T13:38:15+02:00;-;15967;Faculty;Faculty of Health and Medical Sciences (UCPH)
4562770;registrants;NA;5359308;in-person;TRUE;NA;NA;4585c697acec2d1db43d93a6c3ed7331;2026-08-21T13:38:15+02:00;-;15968;"Programme / Line of study (If not applicable, please write ""none"")";Medicine
4562770;registrants;NA;5359308;in-person;TRUE;NA;NA;4585c697acec2d1db43d93a6c3ed7331;2026-08-21T13:38:15+02:00;-;15969;Programme level;Master
4562770;registrants;NA;5359308;in-person;TRUE;NA;NA;4585c697acec2d1db43d93a6c3ed7331;2026-08-21T13:38:15+02:00;-;15970;Level of experience in regards to course subject;Novice
4562770;registrants;NA;5359308;in-person;TRUE;NA;NA;4585c697acec2d1db43d93a6c3ed7331;2026-08-21T13:38:15+02:00;-;21065;Which operating system do you use?;macOS
4562770;registrants;NA;5359308;in-person;TRUE;NA;NA;4585c697acec2d1db43d93a6c3ed7331;2026-08-21T13:38:15+02:00;-;15973;Where did you hear about this event?;The library's web page
4562770;registrants;NA;5359308;in-person;TRUE;NA;NA;4585c697acec2d1db43d93a6c3ed7331;2026-08-21T13:38:15+02:00;-;15972;May we contact you in regards to future courses and events?;Yes
4562770;registrants;NA;5359308;in-person;TRUE;NA;NA;4585c697acec2d1db43d93a6c3ed7331;2026-08-21T13:38:15+02:00;-;15971;I hereby consent to The Royal Danish Library's Privacy and Personal Data Protection Policy (http://www.kb.dk/en/kb/webstedet/cookiepolitik.html).;I accept.
4562770;registrants;NA;5359650;in-person;TRUE;NA;NA;745359992cb930a8867a362a60cb8033;2026-08-22T09:29:29+02:00;-;15967;Faculty;Faculty of Health and Medical Sciences (UCPH)
4562770;registrants;NA;5359650;in-person;TRUE;NA;NA;745359992cb930a8867a362a60cb8033;2026-08-22T09:29:29+02:00;-;15968;"Programme / Line of study (If not applicable, please write ""none"")";veterinær medicin
4562770;registrants;NA;5359650;in-person;TRUE;NA;NA;745359992cb930a8867a362a60cb8033;2026-08-22T09:29:29+02:00;-;15969;Programme level;Master
4562770;registrants;NA;5359650;in-person;TRUE;NA;NA;745359992cb930a8867a362a60cb8033;2026-08-22T09:29:29+02:00;-;15970;Level of experience in regards to course subject;Novice
4562770;registrants;NA;5359650;in-person;TRUE;NA;NA;745359992cb930a8867a362a60cb8033;2026-08-22T09:29:29+02:00;-;21065;Which operating system do you use?;Windows
4562770;registrants;NA;5359650;in-person;TRUE;NA;NA;745359992cb930a8867a362a60cb8033;2026-08-22T09:29:29+02:00;-;15973;Where did you hear about this event?;KUnet
4562770;registrants;NA;5359650;in-person;TRUE;NA;NA;745359992cb930a8867a362a60cb8033;2026-08-22T09:29:29+02:00;-;15972;May we contact you in regards to future courses and events?;Yes
4562770;registrants;NA;5359650;in-person;TRUE;NA;NA;745359992cb930a8867a362a60cb8033;2026-08-22T09:29:29+02:00;-;15971;I hereby consent to The Royal Danish Library's Privacy and Personal Data Protection Policy (http://www.kb.dk/en/kb/webstedet/cookiepolitik.html).;I accept.
4562770;registrants;NA;5362725;in-person;TRUE;NA;NA;6582e5d776f9739ce2c55dd01298b1bc;2026-08-26T20:28:58+02:00;-;15967;Faculty;Faculty of Health and Medical Sciences (UCPH)
4562770;registrants;NA;5362725;in-person;TRUE;NA;NA;6582e5d776f9739ce2c55dd01298b1bc;2026-08-26T20:28:58+02:00;-;15968;"Programme / Line of study (If not applicable, please write ""none"")";Public Helath
4562770;registrants;NA;5362725;in-person;TRUE;NA;NA;6582e5d776f9739ce2c55dd01298b1bc;2026-08-26T20:28:58+02:00;-;15969;Programme level;Master
4562770;registrants;NA;5362725;in-person;TRUE;NA;NA;6582e5d776f9739ce2c55dd01298b1bc;2026-08-26T20:28:58+02:00;-;15970;Level of experience in regards to course subject;Intermediate
4562770;registrants;NA;5362725;in-person;TRUE;NA;NA;6582e5d776f9739ce2c55dd01298b1bc;2026-08-26T20:28:58+02:00;-;21065;Which operating system do you use?;macOS
4562770;registrants;NA;5362725;in-person;TRUE;NA;NA;6582e5d776f9739ce2c55dd01298b1bc;2026-08-26T20:28:58+02:00;-;15973;Where did you hear about this event?;KUnet
4562770;registrants;NA;5362725;in-person;TRUE;NA;NA;6582e5d776f9739ce2c55dd01298b1bc;2026-08-26T20:28:58+02:00;-;15972;May we contact you in regards to future courses and events?;Yes
4562770;registrants;NA;5362725;in-person;TRUE;NA;NA;6582e5d776f9739ce2c55dd01298b1bc;2026-08-26T20:28:58+02:00;-;15971;I hereby consent to The Royal Danish Library's Privacy and Personal Data Protection Policy (http://www.kb.dk/en/kb/webstedet/cookiepolitik.html).;I accept.
4562770;registrants;NA;5362994;in-person;TRUE;NA;NA;e1b4c484ec23088266a2234b07212ed5;2026-08-27T09:53:42+02:00;-;15967;Faculty;Faculty of Health and Medical Sciences (UCPH)
4562770;registrants;NA;5362994;in-person;TRUE;NA;NA;e1b4c484ec23088266a2234b07212ed5;2026-08-27T09:53:42+02:00;-;15968;"Programme / Line of study (If not applicable, please write ""none"")";sundhedsfagligt
4562770;registrants;NA;5362994;in-person;TRUE;NA;NA;e1b4c484ec23088266a2234b07212ed5;2026-08-27T09:53:42+02:00;-;15969;Programme level;Master
4562770;registrants;NA;5362994;in-person;TRUE;NA;NA;e1b4c484ec23088266a2234b07212ed5;2026-08-27T09:53:42+02:00;-;15970;Level of experience in regards to course subject;Advanced
4562770;registrants;NA;5362994;in-person;TRUE;NA;NA;e1b4c484ec23088266a2234b07212ed5;2026-08-27T09:53:42+02:00;-;21065;Which operating system do you use?;Windows
4562770;registrants;NA;5362994;in-person;TRUE;NA;NA;e1b4c484ec23088266a2234b07212ed5;2026-08-27T09:53:42+02:00;-;15973;Where did you hear about this event?;KUnet
4562770;registrants;NA;5362994;in-person;TRUE;NA;NA;e1b4c484ec23088266a2234b07212ed5;2026-08-27T09:53:42+02:00;-;15972;May we contact you in regards to future courses and events?;Yes
4562770;registrants;NA;5362994;in-person;TRUE;NA;NA;e1b4c484ec23088266a2234b07212ed5;2026-08-27T09:53:42+02:00;-;15971;I hereby consent to The Royal Danish Library's Privacy and Personal Data Protection Policy (http://www.kb.dk/en/kb/webstedet/cookiepolitik.html).;I accept.
4562770;registrants;NA;5363648;in-person;FALSE;NA;NA;0cc74e9f76d76a453a351bbdac7c8838;2026-08-27T16:14:02+02:00;-;15967;Faculty;Faculty of Science (UCPH)
4562770;registrants;NA;5363648;in-person;FALSE;NA;NA;0cc74e9f76d76a453a351bbdac7c8838;2026-08-27T16:14:02+02:00;-;15968;"Programme / Line of study (If not applicable, please write ""none"")";Naturressourcer
4562770;registrants;NA;5363648;in-person;FALSE;NA;NA;0cc74e9f76d76a453a351bbdac7c8838;2026-08-27T16:14:02+02:00;-;15969;Programme level;Bachelor
4562770;registrants;NA;5363648;in-person;FALSE;NA;NA;0cc74e9f76d76a453a351bbdac7c8838;2026-08-27T16:14:02+02:00;-;15970;Level of experience in regards to course subject;Novice
4562770;registrants;NA;5363648;in-person;FALSE;NA;NA;0cc74e9f76d76a453a351bbdac7c8838;2026-08-27T16:14:02+02:00;-;21065;Which operating system do you use?;macOS
4562770;registrants;NA;5363648;in-person;FALSE;NA;NA;0cc74e9f76d76a453a351bbdac7c8838;2026-08-27T16:14:02+02:00;-;15973;Where did you hear about this event?;KUnet
4562770;registrants;NA;5363648;in-person;FALSE;NA;NA;0cc74e9f76d76a453a351bbdac7c8838;2026-08-27T16:14:02+02:00;-;15972;May we contact you in regards to future courses and events?;No
4562770;registrants;NA;5363648;in-person;FALSE;NA;NA;0cc74e9f76d76a453a351bbdac7c8838;2026-08-27T16:14:02+02:00;-;15971;I hereby consent to The Royal Danish Library's Privacy and Personal Data Protection Policy (http://www.kb.dk/en/kb/webstedet/cookiepolitik.html).;I accept.
4562770;registrants;NA;5365412;in-person;TRUE;NA;NA;4361b86b30da4f6963f2551959deef3a;2026-08-30T16:24:37+02:00;-;15967;Faculty;Faculty of Social Sciences (UCPH)
4562770;registrants;NA;5365412;in-person;TRUE;NA;NA;4361b86b30da4f6963f2551959deef3a;2026-08-30T16:24:37+02:00;-;15968;"Programme / Line of study (If not applicable, please write ""none"")";Sociologi
4562770;registrants;NA;5365412;in-person;TRUE;NA;NA;4361b86b30da4f6963f2551959deef3a;2026-08-30T16:24:37+02:00;-;15969;Programme level;Bachelor
4562770;registrants;NA;5365412;in-person;TRUE;NA;NA;4361b86b30da4f6963f2551959deef3a;2026-08-30T16:24:37+02:00;-;15970;Level of experience in regards to course subject;Novice
4562770;registrants;NA;5365412;in-person;TRUE;NA;NA;4361b86b30da4f6963f2551959deef3a;2026-08-30T16:24:37+02:00;-;21065;Which operating system do you use?;macOS
4562770;registrants;NA;5365412;in-person;TRUE;NA;NA;4361b86b30da4f6963f2551959deef3a;2026-08-30T16:24:37+02:00;-;15973;Where did you hear about this event?;KUnet
4562770;registrants;NA;5365412;in-person;TRUE;NA;NA;4361b86b30da4f6963f2551959deef3a;2026-08-30T16:24:37+02:00;-;15972;May we contact you in regards to future courses and events?;No
4562770;registrants;NA;5365412;in-person;TRUE;NA;NA;4361b86b30da4f6963f2551959deef3a;2026-08-30T16:24:37+02:00;-;15971;I hereby consent to The Royal Danish Library's Privacy and Personal Data Protection Policy (http://www.kb.dk/en/kb/webstedet/cookiepolitik.html).;I accept.
4562770;registrants;NA;5365421;in-person;TRUE;NA;NA;b15be8ec92464a8ee869520d52e91431;2026-08-30T16:42:13+02:00;-;15967;Faculty;Faculty of Health and Medical Sciences (UCPH)
4562770;registrants;NA;5365421;in-person;TRUE;NA;NA;b15be8ec92464a8ee869520d52e91431;2026-08-30T16:42:13+02:00;-;15968;"Programme / Line of study (If not applicable, please write ""none"")";Immunology and Inflammation
4562770;registrants;NA;5365421;in-person;TRUE;NA;NA;b15be8ec92464a8ee869520d52e91431;2026-08-30T16:42:13+02:00;-;15969;Programme level;Master
4562770;registrants;NA;5365421;in-person;TRUE;NA;NA;b15be8ec92464a8ee869520d52e91431;2026-08-30T16:42:13+02:00;-;15970;Level of experience in regards to course subject;Novice
4562770;registrants;NA;5365421;in-person;TRUE;NA;NA;b15be8ec92464a8ee869520d52e91431;2026-08-30T16:42:13+02:00;-;21065;Which operating system do you use?;macOS
4562770;registrants;NA;5365421;in-person;TRUE;NA;NA;b15be8ec92464a8ee869520d52e91431;2026-08-30T16:42:13+02:00;-;15973;Where did you hear about this event?;Word of mouth
4562770;registrants;NA;5365421;in-person;TRUE;NA;NA;b15be8ec92464a8ee869520d52e91431;2026-08-30T16:42:13+02:00;-;15972;May we contact you in regards to future courses and events?;Yes
4562770;registrants;NA;5365421;in-person;TRUE;NA;NA;b15be8ec92464a8ee869520d52e91431;2026-08-30T16:42:13+02:00;-;15971;I hereby consent to The Royal Danish Library's Privacy and Personal Data Protection Policy (http://www.kb.dk/en/kb/webstedet/cookiepolitik.html).;I accept.
4562770;registrants;NA;5365896;in-person;TRUE;NA;NA;88118c17e4558940f3581444c9791607;2026-08-31T13:00:13+02:00;-;15967;Faculty;Faculty of Health and Medical Sciences (UCPH)
4562770;registrants;NA;5365896;in-person;TRUE;NA;NA;88118c17e4558940f3581444c9791607;2026-08-31T13:00:13+02:00;-;15968;"Programme / Line of study (If not applicable, please write ""none"")";Medicin
4562770;registrants;NA;5365896;in-person;TRUE;NA;NA;88118c17e4558940f3581444c9791607;2026-08-31T13:00:13+02:00;-;15969;Programme level;Bachelor
4562770;registrants;NA;5365896;in-person;TRUE;NA;NA;88118c17e4558940f3581444c9791607;2026-08-31T13:00:13+02:00;-;15970;Level of experience in regards to course subject;Novice
4562770;registrants;NA;5365896;in-person;TRUE;NA;NA;88118c17e4558940f3581444c9791607;2026-08-31T13:00:13+02:00;-;21065;Which operating system do you use?;Windows
4562770;registrants;NA;5365896;in-person;TRUE;NA;NA;88118c17e4558940f3581444c9791607;2026-08-31T13:00:13+02:00;-;15973;Where did you hear about this event?;Word of mouth
4562770;registrants;NA;5365896;in-person;TRUE;NA;NA;88118c17e4558940f3581444c9791607;2026-08-31T13:00:13+02:00;-;15972;May we contact you in regards to future courses and events?;Yes
4562770;registrants;NA;5365896;in-person;TRUE;NA;NA;88118c17e4558940f3581444c9791607;2026-08-31T13:00:13+02:00;-;15971;I hereby consent to The Royal Danish Library's Privacy and Personal Data Protection Policy (http://www.kb.dk/en/kb/webstedet/cookiepolitik.html).;I accept.
4414220;registrants;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4414220;waitlist;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4541791;registrants;NA;5312537;in-person;FALSE;NA;NA;7af3c5fbeadefb18fb76e7c96d7327c7;2026-05-27T20:37:11+02:00;-;23937;University affiliation;Social Sciences and Business (RUC)
4541791;registrants;NA;5312537;in-person;FALSE;NA;NA;7af3c5fbeadefb18fb76e7c96d7327c7;2026-05-27T20:37:11+02:00;-;23938;"Programme / Line of study (If not applicable, please write ""none"")";IPG
4541791;registrants;NA;5312537;in-person;FALSE;NA;NA;7af3c5fbeadefb18fb76e7c96d7327c7;2026-05-27T20:37:11+02:00;-;23939;Programme level;Master
4541791;registrants;NA;5312537;in-person;FALSE;NA;NA;7af3c5fbeadefb18fb76e7c96d7327c7;2026-05-27T20:37:11+02:00;-;23940;Level of experience in regards to course subject;Novice
4541791;registrants;NA;5312537;in-person;FALSE;NA;NA;7af3c5fbeadefb18fb76e7c96d7327c7;2026-05-27T20:37:11+02:00;-;23941;Which operating system do you use?;Windows
4541791;registrants;NA;5312537;in-person;FALSE;NA;NA;7af3c5fbeadefb18fb76e7c96d7327c7;2026-05-27T20:37:11+02:00;-;23942;Where did you hear about this event?;Library web page
4541791;registrants;NA;5312537;in-person;FALSE;NA;NA;7af3c5fbeadefb18fb76e7c96d7327c7;2026-05-27T20:37:11+02:00;-;23943;May we contact you in regards to future courses and events?;Yes
4541791;registrants;NA;5312537;in-person;FALSE;NA;NA;7af3c5fbeadefb18fb76e7c96d7327c7;2026-05-27T20:37:11+02:00;-;23944;I hereby consent to The Royal Danish Library's Privacy and Personal Data Protection Policy (http://www.kb.dk/en/kb/webstedet/cookiepolitik.html).;Yes
4541791;registrants;NA;5315586;in-person;FALSE;NA;NA;286ee1f78881a6732b85b7b5163ac849;2026-05-31T17:09:47+02:00;-;23937;University affiliation;Faculty of Social Sciences (UCPH)
4541791;registrants;NA;5315586;in-person;FALSE;NA;NA;286ee1f78881a6732b85b7b5163ac849;2026-05-31T17:09:47+02:00;-;23938;"Programme / Line of study (If not applicable, please write ""none"")";Statskundskab
4541791;registrants;NA;5315586;in-person;FALSE;NA;NA;286ee1f78881a6732b85b7b5163ac849;2026-05-31T17:09:47+02:00;-;23939;Programme level;Master
4541791;registrants;NA;5315586;in-person;FALSE;NA;NA;286ee1f78881a6732b85b7b5163ac849;2026-05-31T17:09:47+02:00;-;23940;Level of experience in regards to course subject;Novice
4541791;registrants;NA;5315586;in-person;FALSE;NA;NA;286ee1f78881a6732b85b7b5163ac849;2026-05-31T17:09:47+02:00;-;23941;Which operating system do you use?;Windows
4541791;registrants;NA;5315586;in-person;FALSE;NA;NA;286ee1f78881a6732b85b7b5163ac849;2026-05-31T17:09:47+02:00;-;23942;Where did you hear about this event?;Library web page
4541791;registrants;NA;5315586;in-person;FALSE;NA;NA;286ee1f78881a6732b85b7b5163ac849;2026-05-31T17:09:47+02:00;-;23943;May we contact you in regards to future courses and events?;Yes
4541791;registrants;NA;5315586;in-person;FALSE;NA;NA;286ee1f78881a6732b85b7b5163ac849;2026-05-31T17:09:47+02:00;-;23944;I hereby consent to The Royal Danish Library's Privacy and Personal Data Protection Policy (http://www.kb.dk/en/kb/webstedet/cookiepolitik.html).;Yes
4541791;registrants;NA;5316350;in-person;TRUE;NA;NA;344784ffc25a5e09f04b87852f8f182c;2026-06-01T12:37:02+02:00;-;23937;University affiliation;NA
4541791;registrants;NA;5316350;in-person;TRUE;NA;NA;344784ffc25a5e09f04b87852f8f182c;2026-06-01T12:37:02+02:00;-;23938;"Programme / Line of study (If not applicable, please write ""none"")";NA
4541791;registrants;NA;5316350;in-person;TRUE;NA;NA;344784ffc25a5e09f04b87852f8f182c;2026-06-01T12:37:02+02:00;-;23939;Programme level;NA
4541791;registrants;NA;5316350;in-person;TRUE;NA;NA;344784ffc25a5e09f04b87852f8f182c;2026-06-01T12:37:02+02:00;-;23940;Level of experience in regards to course subject;NA
4541791;registrants;NA;5316350;in-person;TRUE;NA;NA;344784ffc25a5e09f04b87852f8f182c;2026-06-01T12:37:02+02:00;-;23941;Which operating system do you use?;NA
4541791;registrants;NA;5316350;in-person;TRUE;NA;NA;344784ffc25a5e09f04b87852f8f182c;2026-06-01T12:37:02+02:00;-;23942;Where did you hear about this event?;NA
4541791;registrants;NA;5316350;in-person;TRUE;NA;NA;344784ffc25a5e09f04b87852f8f182c;2026-06-01T12:37:02+02:00;-;23943;May we contact you in regards to future courses and events?;NA
4541791;registrants;NA;5316350;in-person;TRUE;NA;NA;344784ffc25a5e09f04b87852f8f182c;2026-06-01T12:37:02+02:00;-;23944;I hereby consent to The Royal Danish Library's Privacy and Personal Data Protection Policy (http://www.kb.dk/en/kb/webstedet/cookiepolitik.html).;NA
4541791;registrants;NA;5328826;in-person;FALSE;NA;NA;f3835086483784c0809cd1a307f3343b;2026-06-13T23:36:32+02:00;-;23937;University affiliation;Faculty of Health and Medical Sciences (UCPH)
4541791;registrants;NA;5328826;in-person;FALSE;NA;NA;f3835086483784c0809cd1a307f3343b;2026-06-13T23:36:32+02:00;-;23938;"Programme / Line of study (If not applicable, please write ""none"")";Pharmacy
4541791;registrants;NA;5328826;in-person;FALSE;NA;NA;f3835086483784c0809cd1a307f3343b;2026-06-13T23:36:32+02:00;-;23939;Programme level;Master
4541791;registrants;NA;5328826;in-person;FALSE;NA;NA;f3835086483784c0809cd1a307f3343b;2026-06-13T23:36:32+02:00;-;23940;Level of experience in regards to course subject;Novice
